,mean_difference,bias,std_error,bca_ci_lower,bca_ci_upper,effect_size_cohen_d,effect_size_hedges_g,wilcoxon_stat,wilcoxon_rbc,p_value,significant,channel_pair,frequency_band,channel_pair_type,bonferroni_corrected_p,fdr_corrected_p
0,0.00208,3.282399999999944e-05,0.010516006269731096,-0.02387999999999996,0.01795999999999994,0.07893002101965639,0.05740365165065919,5.0,-0.3333333333333333,0.7752,False,AF3_AF4,alpha,EEG_EEG,1.0,0.9528181846106588
1,-0.018799999999999952,0.00014509000000000397,0.018387265590399743,-0.05109999999999989,0.0207666666666666,-0.3801016860708091,-0.3040813488566473,6.0,0.4285714285714286,0.3164,False,AF3_AFz,alpha,EEG_EEG,1.0,0.7493718589936728
2,-0.0026999999999999663,0.00019110999999999998,0.01830354027598395,-0.033866666666666635,0.03670000000000005,-0.05552636555073497,-0.04442109244058798,9.0,0.14285714285714285,0.8926,False,AF3_C1,alpha,EEG_EEG,1.0,0.9690977470628888
3,-0.0208333333333333,6.624000000000213e-05,0.022529242800220534,-0.07996666666666662,0.013366666666666685,-0.34364896779368354,-0.27491917423494683,8.0,0.23809523809523814,0.3728,False,AF3_C2,alpha,EEG_EEG,1.0,0.7951856987493203
4,-0.004533333333333302,7.818000000000061e-05,0.016238865583628526,-0.03713333333333325,0.02529999999999998,-0.10510977964077016,-0.08408782371261614,10.0,0.04761904761904767,0.8108,False,AF3_C5,alpha,EEG_EEG,1.0,0.9582131967460079
5,-0.02196666666666665,8.371666666667082e-05,0.02093691764610353,-0.08353333333333324,0.007700000000000032,-0.3910810497952267,-0.31286483983618135,8.0,0.23809523809523814,0.3388,False,AF3_C6,alpha,EEG_EEG,1.0,0.7706868657581909
6,-0.014899999999999983,-7.083000000000089e-05,0.009313887057029397,-0.03326666666666663,0.003033333333333315,-0.5947736514716423,-0.47581892117731384,4.0,0.6190476190476191,0.1114,False,AF3_CP3,alpha,EEG_EEG,1.0,0.49349570621468924
7,-0.02316,1.0832000000002284e-05,0.00974881003342335,-0.04068000000000002,-4.000000000005978e-05,-0.9418775109141693,-0.6850018261193959,1.0,0.8666666666666667,0.0318,True,AF3_CP4,alpha,EEG_EEG,1.0,0.23701882129277566
8,-0.03489999999999999,2.6770000000002347e-05,0.01965876980808056,-0.08149999999999995,-0.002899999999999998,-0.6623304336420592,-0.5298643469136474,4.0,0.6190476190476191,0.0544,True,AF3_CPz,alpha,EEG_EEG,1.0,0.32710920245398767
9,-0.014099999999999982,-0.00010017000000000012,0.009032604157162484,-0.03869999999999999,-0.0007666666666666496,-0.587412302626179,-0.46992984210094324,5.0,0.5238095238095237,0.0784,True,AF3_F1,alpha,EEG_EEG,1.0,0.4038990801576872
10,0.013520000000000022,1.1295999999999182e-05,0.008718373742871077,-0.00771999999999996,0.02699999999999998,0.615466801118389,0.44761221899519205,3.0,-0.6000000000000001,0.1302,False,AF3_F2,alpha,EEG_EEG,1.0,0.5238061570035917
11,-0.0129,5.808333333333533e-05,0.006992264376020594,-0.02523333333333333,0.0021666666666666674,-0.6904855570508419,-0.5523884456406736,3.0,0.7142857142857142,0.0738,False,AF3_F5,alpha,EEG_EEG,1.0,0.3873265060240964
12,-0.030299999999999966,0.00011579333333332914,0.01772025320591478,-0.08253333333333333,-0.005199999999999984,-0.6381841597645825,-0.510547327811666,4.0,0.6190476190476191,0.023,True,AF3_F6,alpha,EEG_EEG,1.0,0.19124390243902437
13,-0.04919999999999996,0.0002379800000000057,0.020055313138297177,-0.08883333333333328,-0.010799999999999968,-0.9141608933759316,-0.7313287147007453,2.0,0.8095238095238095,0.0126,True,AF3_FC3,alpha,EEG_EEG,1.0,0.1281408560311284
14,0.0006500000000000346,3.456500000000029e-05,0.01703610871745648,-0.04581666666666658,0.026166666666666685,0.014297580625129666,0.011438064500103734,8.0,-0.23809523809523814,0.8734,False,AF3_FC4,alpha,EEG_EEG,1.0,0.9652670893209355
15,-0.021399999999999964,0.00014459666666666662,0.014188304891454697,-0.05056666666666659,0.005200000000000017,-0.5636452448085135,-0.45091619584681086,4.0,0.6190476190476191,0.1374,False,AF3_FCz,alpha,EEG_EEG,1.0,0.5335591715976332
16,-0.014133333333333336,-8.449999999996655e-06,0.016155197052952396,-0.050444139549816885,0.014133333333333368,-0.32596010212867504,-0.26076808170294,9.0,0.14285714285714285,0.4218,False,AF3_FFT8h,alpha,EEG_EEG,1.0,0.8349231273644389
17,-0.020333333333333297,0.0001470399999999976,0.015254511351457068,-0.050599999999999944,0.006933333333333301,-0.4977118526935451,-0.3981694821548361,4.0,0.6190476190476191,0.1772,False,AF3_FTT7h,alpha,EEG_EEG,1.0,0.5942793840889649
18,-0.017999999999999985,0.00021986333333333385,0.019960231227874364,-0.05169999999999997,0.02776666666666666,-0.338188173322135,-0.270550538657708,5.0,0.5238095238095237,0.373,False,AF3_P1,alpha,EEG_EEG,1.0,0.7951856987493203
19,-0.02026666666666663,6.970333333333398e-05,0.008530761148845708,-0.03776666666666658,-0.004333333333333317,-0.8811438740952554,-0.7049150992762043,2.0,0.8095238095238095,0.0132,True,AF3_P2,alpha,EEG_EEG,1.0,0.1321854406130268
20,-0.02839999999999997,0.00010432333333333654,0.012815342466395941,-0.05436666666666664,-0.003933333333333318,-0.8281044860755921,-0.6624835888604736,3.0,0.7142857142857142,0.0234,True,AF3_P5,alpha,EEG_EEG,1.0,0.19333972602739727
